交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/3/25,TXO,202104,14200,買權,-,-,-,-,0,1850,35,-,-,-,-,,一般
2021/3/25,TXO,202104,14200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14200,賣權,23,23.5,16,17,304,17,1571,16,17.5,316,12.5,,一般
2021/3/25,TXO,202104,14200,賣權,24,24,19,23,41,-,-,23,26,316,12.5,,盤後
2021/3/25,TXO,202104,14300,買權,-,-,-,-,0,1750,0,-,-,-,-,,一般
2021/3/25,TXO,202104,14300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14300,賣權,23,26.5,18.5,19.5,213,19.5,1016,18,19.5,377,13.5,,一般
2021/3/25,TXO,202104,14300,賣權,27.5,28,21.5,28,40,-,-,21.5,30,377,13.5,,盤後
2021/3/25,TXO,202104,14400,買權,-,-,-,-,0,1650,1,-,-,-,-,,一般
2021/3/25,TXO,202104,14400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14400,賣權,32,32,21,21.5,180,21.5,1363,21,23.5,409,15.5,,一般
2021/3/25,TXO,202104,14400,賣權,27,30.5,25,30.5,11,-,-,28.5,36,409,15.5,,盤後
2021/3/25,TXO,202104,14500,買權,-,-,-,-,0,1550,5,-,-,-,-,,一般
2021/3/25,TXO,202104,14500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14500,賣權,37,37,24.5,25,844,25,2818,24,25.5,408,18,,一般
2021/3/25,TXO,202104,14500,賣權,30,42,30,42,139,-,-,36,52,408,18,,盤後
2021/3/25,TXO,202104,14600,買權,1470,1470,1470,1470,9,1460,3,1330,1480,1730,895,,一般
2021/3/25,TXO,202104,14600,買權,1380,1450,1380,1450,14,-,-,1240,-,1730,895,,盤後
2021/3/25,TXO,202104,14600,賣權,40.5,42.5,28,28.5,424,28.5,2366,28,29,497,20,,一般
2021/3/25,TXO,202104,14600,賣權,39.5,51,35,51,101,-,-,43.5,66,497,20,,盤後
2021/3/25,TXO,202104,14700,買權,-,-,-,-,0,1370,0,-,-,-,-,,一般
2021/3/25,TXO,202104,14700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14700,賣權,46,50,33,36.5,819,36.5,2432,20,39.5,400,23,,一般
2021/3/25,TXO,202104,14700,賣權,45.5,68,40,57,72,-,-,53,58,400,23,,盤後
2021/3/25,TXO,202104,14800,買權,1150,1280,1150,1230,24,1270,42,1140,1290,1500,1150,,一般
2021/3/25,TXO,202104,14800,買權,1220,1270,1220,1270,7,-,-,1100,-,1500,1190,,盤後
2021/3/25,TXO,202104,14800,賣權,56,57,39,39.5,1208,39.5,3580,39,41.5,560,27,,一般
2021/3/25,TXO,202104,14800,賣權,52,60,45.5,60,247,-,-,56,65,560,27,,盤後
2021/3/25,TXO,202104,14900,買權,-,-,-,-,0,1180,1,-,-,-,-,,一般
2021/3/25,TXO,202104,14900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,14900,賣權,65,67,45,47,993,47,4362,45,49,398,31.5,,一般
2021/3/25,TXO,202104,14900,賣權,60,77,53,77,158,-,-,66,81,398,31.5,,盤後
2021/3/25,TXO,202104,15000,買權,-,-,-,-,0,1080,25,-,-,-,-,,一般
2021/3/25,TXO,202104,15000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,15000,賣權,79,79,52,55,3110,55,12228,55,57,645,36,,一般
2021/3/25,TXO,202104,15000,賣權,70,84,63,83,696,-,-,80,85,645,36,,盤後
2021/3/25,TXO,202104,15100,買權,-,-,-,-,0,995,2,-,-,-,-,,一般
2021/3/25,TXO,202104,15100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,15100,賣權,86,90,61,64,878,64,3333,63,74,700,43,,一般
2021/3/25,TXO,202104,15100,賣權,81,103,72,103,484,-,-,95,101,700,43,,盤後
2021/3/25,TXO,202104,15200,買權,800,910,800,910,3,910,24,720,1050,1190,495,,一般
2021/3/25,TXO,202104,15200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,15200,賣權,108,108,70,76,1369,76,3208,74,76,675,49.5,,一般
2021/3/25,TXO,202104,15200,賣權,93,112,84,106,590,-,-,107,114,675,49.5,,盤後
2021/3/25,TXO,202104,15300,買權,765,840,730,840,5,820,41,635,960,1050,480,,一般
2021/3/25,TXO,202104,15300,買權,775,795,775,795,2,-,-,128,-,1050,480,,盤後
2021/3/25,TXO,202104,15300,賣權,122,122,83,88,1307,88,4030,85,89,785,57,,一般
2021/3/25,TXO,202104,15300,賣權,106,125,97,120,317,-,-,121,132,785,57,,盤後
2021/3/25,TXO,202104,15400,買權,670,770,655,690,27,735,128,535,745,1120,450,,一般
2021/3/25,TXO,202104,15400,買權,700,725,670,670,11,-,-,168,-,1120,450,,盤後
2021/3/25,TXO,202104,15400,賣權,140,142,96,105,1195,105,3344,101,105,810,48,,一般
2021/3/25,TXO,202104,15400,賣權,124,154,114,151,411,-,-,154,156,810,48,,盤後
2021/3/25,TXO,202104,15500,買權,560,680,550,620,18,650,84,570,665,960,402,,一般
2021/3/25,TXO,202104,15500,買權,630,630,590,590,2,-,-,520,550,960,402,,盤後
2021/3/25,TXO,202104,15500,賣權,164,166,113,119,2398,119,5313,119,121,910,76,,一般
2021/3/25,TXO,202104,15500,賣權,144,184,131,178,570,-,-,175,182,910,76,,盤後
2021/3/25,TXO,202104,15600,買權,483,590,483,575,46,575,187,560,640,1000,375,,一般
2021/3/25,TXO,202104,15600,買權,545,570,460,460,10,-,-,389,645,1000,375,,盤後
2021/3/25,TXO,202104,15600,賣權,191,195,132,141,2881,141,5216,139,143,655,89,,一般
2021/3/25,TXO,202104,15600,賣權,169,216,154,207,447,-,-,201,217,655,89,,盤後
2021/3/25,TXO,202104,15700,買權,423,540,401,490,229,490,240,488,500,980,302,,一般
2021/3/25,TXO,202104,15700,買權,467,500,400,400,21,-,-,333,410,980,302,,盤後
2021/3/25,TXO,202104,15700,賣權,224,227,152,165,2033,165,5256,165,168,985,104,,一般
2021/3/25,TXO,202104,15700,賣權,196,237,178,237,276,-,-,230,239,985,104,,盤後
2021/3/25,TXO,202104,15800,買權,350,468,338,425,514,425,391,423,428,850,289,,一般
2021/3/25,TXO,202104,15800,買權,399,439,333,333,62,-,-,320,345,850,289,,盤後
2021/3/25,TXO,202104,15800,賣權,259,279,180,196,2498,196,4579,194,196,995,120,,一般
2021/3/25,TXO,202104,15800,賣權,228,282,207,282,602,-,-,260,282,995,120,,盤後
2021/3/25,TXO,202104,15900,買權,279,398,278,358,1048,358,616,357,360,830,252,,一般
2021/3/25,TXO,202104,15900,買權,340,370,252,273,112,-,-,256,283,830,252,,盤後
2021/3/25,TXO,202104,15900,賣權,285,305,208,229,2317,229,3483,226,229,1150,140,,一般
2021/3/25,TXO,202104,15900,賣權,268,312,238,281,479,-,-,310,319,1150,140,,盤後
2021/3/25,TXO,202104,16000,買權,220,332,220,299,3198,299,3270,298,300,785,220,,一般
2021/3/25,TXO,202104,16000,買權,279,314,220,232,378,-,-,220,265,785,220,,盤後
2021/3/25,TXO,202104,16000,賣權,349,355,244,268,2643,268,6103,266,268,1120,163,,一般
2021/3/25,TXO,202104,16000,賣權,304,367,277,367,513,-,-,351,367,1120,163,,盤後
2021/3/25,TXO,202104,16100,買權,181,273,178,241,1978,241,2832,243,245,710,175,,一般
2021/3/25,TXO,202104,16100,買權,231,255,175,178,746,-,-,173,188,710,175,,盤後
2021/3/25,TXO,202104,16100,賣權,394,403,286,309,903,309,3233,307,312,885,192,,一般
2021/3/25,TXO,202104,16100,賣權,353,416,318,416,184,-,-,404,418,885,192,,盤後
2021/3/25,TXO,202104,16200,買權,142,221,136,192,2594,192,3166,192,195,710,136,,一般
2021/3/25,TXO,202104,16200,買權,180,203,142,145,849,-,-,142,146,710,142,,盤後
2021/3/25,TXO,202104,16200,賣權,453,466,337,370,933,362,3490,360,364,860,224,,一般
2021/3/25,TXO,202104,16200,賣權,407,455,375,455,173,-,-,400,488,860,224,,盤後
2021/3/25,TXO,202104,16300,買權,114,175,108,152,5326,152,5846,150,154,635,106,,一般
2021/3/25,TXO,202104,16300,買權,142,161,106,111,931,-,-,109,111,635,106,,盤後
2021/3/25,TXO,202104,16300,賣權,520,535,390,420,411,420,2415,412,429,1080,262,,一般
2021/3/25,TXO,202104,16300,賣權,473,540,438,540,58,-,-,450,550,1080,262,,盤後
2021/3/25,TXO,202104,16400,買權,84,135,80,115,4092,115,6610,114,116,590,77,,一般
2021/3/25,TXO,202104,16400,買權,110,126,77,82,1541,-,-,79,81,590,77,,盤後
2021/3/25,TXO,202104,16400,賣權,590,600,455,494,187,485,724,362,685,1020,305,,一般
2021/3/25,TXO,202104,16400,賣權,535,570,505,570,74,-,-,250,660,1020,305,,盤後
2021/3/25,TXO,202104,16500,買權,64,103,59,87,3306,87,3836,85,86,530,59,,一般
2021/3/25,TXO,202104,16500,買權,85,94,66,70,853,-,-,65,72,530,66,,盤後
2021/3/25,TXO,202104,16500,賣權,665,675,535,560,29,560,275,535,565,970,356,,一般
2021/3/25,TXO,202104,16500,賣權,610,670,590,670,13,-,-,420,-,970,356,,盤後
2021/3/25,TXO,202104,16600,買權,47,76,43.5,63,5434,63,6405,62,64,494,43.5,,一般
2021/3/25,TXO,202104,16600,買權,61,72,52,52,1396,-,-,52,54,494,52,,盤後
2021/3/25,TXO,202104,16600,賣權,745,750,600,665,28,635,97,620,645,1230,412,,一般
2021/3/25,TXO,202104,16600,賣權,690,690,655,680,9,-,-,630,-,1230,412,,盤後
2021/3/25,TXO,202104,16700,買權,36,54,31,45.5,3320,45.5,5216,43.5,45.5,400,31,,一般
2021/3/25,TXO,202104,16700,買權,45,52,38,40,929,-,-,40,40.5,400,38,,盤後
2021/3/25,TXO,202104,16700,賣權,810,810,810,810,1,715,107,705,725,1730,497,,一般
2021/3/25,TXO,202104,16700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,16800,買權,25.5,39,23,33,2611,33,6342,33,34,400,23,,一般
2021/3/25,TXO,202104,16800,買權,33.5,39,28.5,30,889,-,-,28.5,30.5,400,28.5,,盤後
2021/3/25,TXO,202104,16800,賣權,890,935,790,820,9,805,75,680,815,1060,530,,一般
2021/3/25,TXO,202104,16800,賣權,825,825,820,820,2,-,-,284,-,1060,530,,盤後
2021/3/25,TXO,202104,16900,買權,19,28,17.5,22,2083,22,4196,22,25,331,17.5,,一般
2021/3/25,TXO,202104,16900,買權,24.5,29,21,21,308,-,-,21.5,22.5,331,21,,盤後
2021/3/25,TXO,202104,16900,賣權,1020,1030,1020,1030,2,890,33,750,905,1250,615,,一般
2021/3/25,TXO,202104,16900,賣權,1010,1050,1010,1050,22,-,-,318,-,1250,615,,盤後
2021/3/25,TXO,202104,17000,買權,14,20.5,12.5,17,1884,17,7271,16.5,17.5,309,12.5,,一般
2021/3/25,TXO,202104,17000,買權,19.5,21.5,15,15.5,786,-,-,15.5,17,309,15,,盤後
2021/3/25,TXO,202104,17000,賣權,1090,1090,1090,1090,1,985,84,845,1000,1560,695,,一般
2021/3/25,TXO,202104,17000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17100,買權,11.5,14,10,13,449,13,3358,12,13.5,255,10,,一般
2021/3/25,TXO,202104,17100,買權,14,16,12,12,179,-,-,12,13.5,255,12,,盤後
2021/3/25,TXO,202104,17100,賣權,-,-,-,-,0,1080,1,-,-,-,-,,一般
2021/3/25,TXO,202104,17100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17200,買權,9.1,11,7.6,10.5,893,10.5,2974,9.6,10.5,226,7.6,,一般
2021/3/25,TXO,202104,17200,買權,11.5,12,8.8,9.2,282,-,-,8.9,9.5,226,8.8,,盤後
2021/3/25,TXO,202104,17200,賣權,-,-,-,-,0,1180,1,-,-,-,-,,一般
2021/3/25,TXO,202104,17200,賣權,1180,1180,1180,1180,1,-,-,67,-,1180,1010,,盤後
2021/3/25,TXO,202104,17300,買權,7.9,8.7,6.2,7.8,658,7.8,2307,6.6,8.3,210,1.1,,一般
2021/3/25,TXO,202104,17300,買權,8.1,9.6,8,8,160,-,-,8,8.1,210,1.1,,盤後
2021/3/25,TXO,202104,17300,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般
2021/3/25,TXO,202104,17300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17400,買權,6,6.6,5.1,6,359,6,1386,5.6,6.7,182,5.1,,一般
2021/3/25,TXO,202104,17400,買權,6.4,7.4,6.4,6.5,60,-,-,6.4,6.7,182,6.4,,盤後
2021/3/25,TXO,202104,17400,賣權,-,-,-,-,0,1380,2,-,-,-,-,,一般
2021/3/25,TXO,202104,17400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17500,買權,4.1,5.7,4.1,5.5,79,5.5,2989,5,5.8,167,4.1,,一般
2021/3/25,TXO,202104,17500,買權,5.6,6.9,5.4,5.5,29,-,-,5.4,5.6,167,5.4,,盤後
2021/3/25,TXO,202104,17500,賣權,-,-,-,-,0,1470,3,-,-,-,-,,一般
2021/3/25,TXO,202104,17500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17600,買權,4.5,4.8,3.8,4.8,19,4,655,3.6,4.3,156,3.8,,一般
2021/3/25,TXO,202104,17600,買權,4.9,5.5,4.5,4.5,7,-,-,4.1,5,156,4.2,,盤後
2021/3/25,TXO,202104,17600,賣權,-,-,-,-,0,1570,0,-,-,-,-,,一般
2021/3/25,TXO,202104,17600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17700,買權,3.5,3.8,3.5,3.8,7,3.8,1818,3.5,3.9,116,0.6,,一般
2021/3/25,TXO,202104,17700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17700,賣權,-,-,-,-,0,1670,0,-,-,-,-,,一般
2021/3/25,TXO,202104,17700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17800,買權,3.2,3.2,3.2,3.2,6,3.2,481,2.8,4.6,130,2.9,,一般
2021/3/25,TXO,202104,17800,買權,2.9,3,2.9,3,22,-,-,3.2,5,130,2.9,,盤後
2021/3/25,TXO,202104,17800,賣權,-,-,-,-,0,1770,0,-,-,-,-,,一般
2021/3/25,TXO,202104,17800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17900,買權,1.7,1.7,1.7,1.7,10,2.9,537,1.9,3.9,91,1.7,,一般
2021/3/25,TXO,202104,17900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,17900,賣權,-,-,-,-,0,1870,0,-,-,-,-,,一般
2021/3/25,TXO,202104,17900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18000,買權,3.5,3.5,3.5,3.5,1,2.4,785,1,3.8,77,3,,一般
2021/3/25,TXO,202104,18000,買權,3.8,3.8,3.8,3.8,1,-,-,2.7,4,77,3,,盤後
2021/3/25,TXO,202104,18000,賣權,-,-,-,-,0,1970,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18100,買權,-,-,-,-,0,2.2,495,-,-,-,-,,一般
2021/3/25,TXO,202104,18100,買權,3.4,3.4,2.6,2.6,2,-,-,0.5,3,57,0.5,,盤後
2021/3/25,TXO,202104,18100,賣權,-,-,-,-,0,2070,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18200,買權,3.5,3.5,1.7,1.9,59,1.9,480,1.6,46,100,1.7,,一般
2021/3/25,TXO,202104,18200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18200,賣權,-,-,-,-,0,2170,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18300,買權,-,-,-,-,0,1.7,453,-,-,-,-,,一般
2021/3/25,TXO,202104,18300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18300,賣權,-,-,-,-,0,2270,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18400,買權,1.4,1.8,1.4,1.6,10,1.6,404,1.6,44.5,45,0.1,,一般
2021/3/25,TXO,202104,18400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18400,賣權,-,-,-,-,0,2370,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18500,買權,-,-,-,-,0,1.5,49,-,-,-,-,,一般
2021/3/25,TXO,202104,18500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18500,賣權,-,-,-,-,0,2470,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18600,買權,1.2,1.4,1.2,1.4,5,1.4,639,1.4,41.5,49.5,0.2,,一般
2021/3/25,TXO,202104,18600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18600,賣權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18700,買權,-,-,-,-,0,1.3,875,-,-,-,-,,一般
2021/3/25,TXO,202104,18700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18700,賣權,-,-,-,-,0,2670,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18800,買權,-,-,-,-,0,1.2,109,-,-,-,-,,一般
2021/3/25,TXO,202104,18800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18800,賣權,-,-,-,-,0,2770,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18900,買權,-,-,-,-,0,1,307,-,-,-,-,,一般
2021/3/25,TXO,202104,18900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,18900,賣權,-,-,-,-,0,2870,0,-,-,-,-,,一般
2021/3/25,TXO,202104,18900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202104,19000,買權,0.9,1.5,0.8,0.8,32,0.8,3680,0.7,1.7,13,0.6,,一般
2021/3/25,TXO,202104,19000,買權,1,1,0.7,0.7,40,-,-,0.7,1.5,13,0.6,,盤後
2021/3/25,TXO,202104,19000,賣權,-,-,-,-,0,2970,0,-,-,-,-,,一般
2021/3/25,TXO,202104,19000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13400,買權,-,-,-,-,0,2610,3,-,-,-,-,,一般
2021/3/25,TXO,202105,13400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13400,賣權,35,36,27.5,30,113,30,453,25,30.5,130,26,,一般
2021/3/25,TXO,202105,13400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13500,買權,-,-,-,-,0,2510,1,-,-,-,-,,一般
2021/3/25,TXO,202105,13500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13500,賣權,37.5,37.5,35,35,3,35,106,27.5,35,163,27,,一般
2021/3/25,TXO,202105,13500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13600,買權,-,-,-,-,0,2420,0,-,-,-,-,,一般
2021/3/25,TXO,202105,13600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13600,賣權,39.5,39.5,38,38,19,38,143,33,43.5,100,25.5,,一般
2021/3/25,TXO,202105,13600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13700,買權,-,-,-,-,0,2320,0,-,-,-,-,,一般
2021/3/25,TXO,202105,13700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13700,賣權,48,48,40,42,82,42,209,36,42,153,33.5,,一般
2021/3/25,TXO,202105,13700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13800,買權,-,-,-,-,0,2220,0,-,-,-,-,,一般
2021/3/25,TXO,202105,13800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13800,賣權,50,50,44,47,88,47,158,43,52,169,37,,一般
2021/3/25,TXO,202105,13800,賣權,43,48.5,43,48.5,5,-,-,45,65,169,37,,盤後
2021/3/25,TXO,202105,13900,買權,-,-,-,-,0,2120,10,-,-,-,-,,一般
2021/3/25,TXO,202105,13900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,13900,賣權,47,47,47,47,1,50,274,43.5,56,131,42,,一般
2021/3/25,TXO,202105,13900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14000,買權,-,-,-,-,0,2030,0,-,-,-,-,,一般
2021/3/25,TXO,202105,14000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14000,賣權,62,64,51,55,28,55,408,50,56,169,42,,一般
2021/3/25,TXO,202105,14000,賣權,54,60,54,59,4,-,-,57,62,169,42,,盤後
2021/3/25,TXO,202105,14100,買權,-,-,-,-,0,1940,0,-,-,-,-,,一般
2021/3/25,TXO,202105,14100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14100,賣權,-,-,-,-,0,61,81,-,-,-,-,,一般
2021/3/25,TXO,202105,14100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14200,買權,-,-,-,-,0,1850,0,-,-,-,-,,一般
2021/3/25,TXO,202105,14200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14200,賣權,77,78,68,68,46,68,171,63,69,235,53,,一般
2021/3/25,TXO,202105,14200,賣權,76,76,72,76,92,-,-,61,79,235,53,,盤後
2021/3/25,TXO,202105,14300,買權,-,-,-,-,0,1750,0,-,-,-,-,,一般
2021/3/25,TXO,202105,14300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14300,賣權,-,-,-,-,0,69,261,-,-,-,-,,一般
2021/3/25,TXO,202105,14300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14400,買權,-,-,-,-,0,1660,0,-,-,-,-,,一般
2021/3/25,TXO,202105,14400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14400,賣權,94,94,94,94,1,80,102,77,91,208,25,,一般
2021/3/25,TXO,202105,14400,賣權,95,95,95,95,1,-,-,65,104,208,25,,盤後
2021/3/25,TXO,202105,14500,買權,-,-,-,-,0,1570,3,-,-,-,-,,一般
2021/3/25,TXO,202105,14500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2021/3/25,TXO,202105,14500,賣權,107,107,91,91,49,91,235,86,95,277,72,,一般
2021/3/25,TXO,202105,14500,賣權,87,110,87,109,14,-,-,82,109,277,72,,盤後
2021/3/25,TXO,202105,14600,買權,-,-,-,-,0,1480,1,-,-,-,-,,一般
2021/3/25,TXO,202105,14600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
